Case_Type,統一編號,公司名稱,Cmpy_Address,代表人,資本額,核准設立日期
Establishment,69551176,立基精密有限公司,桃園市中壢區仁和里華美一路131號12樓,陳昱嘉,800000,1051206
Establishment,69551226,晶濎建材有限公司,桃園市平鎮區義民里延平路二段230號,林澍坪,1000000,1051206
Establishment,69551268,辰茗國際有限公司,桃園市中壢區普慶里15鄰普光二街11號1樓,林姵潔,1000000,1051206
Establishment,69551366,大地企業有限公司,桃園市中壢區幸福里福星六街12號1樓,胡毓洛,1000000,1051206
Establishment,69551485,騏轟有限公司,桃園市楊梅區永平里中山北路二段294號1樓,林坤龍,1000000,1051206
Establishment,69551513,斯蒂格有限公司,桃園市龜山區萬壽路一段161號15樓之3,David Stig Hansen,10000,1051206
Establishment,69551632,自由富豪科技有限公司,桃園市中壢區青埔里領航南路三段328號16樓,葉天宏,200000,1051206
Establishment,69551675,隆旺開發有限公司,桃園市桃園區泰山里中山路505號5樓之1,陳世璋,1000000,1051206
Establishment,69551730,皇緯焊接工業有限公司,桃園市平鎮區平安里南平路95號2樓,陳舜麗,1000000,1051206
Establishment,69551865,巧福工程有限公司,桃園市桃園區永安里力行路7號11樓之1,任毅雄,1000000,1051206
Establishment,69551886,八通國際有限公司,桃園市桃園區泰山里玉山街312-1號,蔡佑典,1000000,1051206
Establishment,69551915,原鴻實業有限公司,桃園市楊梅區永平里新農街二段209巷62弄73號,陳昶睿,3000000,1051206
Establishment,69551921,合同投資股份有限公司,桃園市龍潭區百年里百年路41號11樓之2,王健貞,100000,1051207
Establishment,69551942,英派國際貿易有限公司,桃園市平鎮區中正里中正二路2巷23號1樓,王璐菲,1000000,1051207
Establishment,69552007,辰羿汽車有限公司,桃園市中壢區中正路2段316號1樓,詹勳沐,100000,1051207
Establishment,69552040,凱鑫有限公司,桃園市龜山區中興里壽山路83號1樓,張志偉,5000000,1051207
Establishment,69552098,安和電氣工程有限公司,桃園市桃園區永安里北埔路188巷3號,姚進忠,3000000,1051207
Establishment,69552180,沐職有限公司,桃園市蘆竹區大竹里仁和街126號二樓,陳韋良,600000,1051207
Establishment,69552196,承錩國際有限公司,桃園市中壢區興和里中豐北路一段730號1樓,游振龍,5000000,1051207
Establishment,69552219,丞薰創意有限公司,桃園市桃園區自強里南平路110巷77號3樓,鄭詩渝,10000000,1051207
Establishment,69552344,點金商業策劃有限公司,桃園市中壢區裕民街26-1號11樓,關少鈞,1000000,1051207
Establishment,69552421,巨嘉華國際股份有限公司,桃園市楊梅區楊梅里大成路233號,陳瑞胤,1000000,1051207
Establishment,69552457,富優工程有限公司,桃園市蘆竹區營盤里六福路375號1樓,林永富,2000000,1051207
Establishment,69552484,希望平台股份有限公司,桃園市中壢區中山路二巷104弄4號2樓,陳國信,10000,1051207
Establishment,69552652,麗櫥空間有限公司,桃園市龍潭區佳安里10鄰佳安西路4巷77弄38號9樓,姚任輿,500000,1051208
Establishment,69552695,研丞科技有限公司,桃園市八德區大興里大興路96號八樓,許瓊分,1500000,1051208
Establishment,69552739,晟雅營造有限公司,桃園市平鎮區金星里南京路248-1號8樓,卓錦鋒,3000000,1051208
Establishment,69552745,寶程不動產經紀有限公司,桃園市中壢區普慶里中山東路二段477號1樓,王維倫,1000000,1051208
Establishment,69552858,懋慶有限公司,桃園市桃園區南華里南華街77號6樓之1,龔鉦桂,1000000,1051208
Establishment,69552885,宙威科技有限公司,桃園市桃園區大豐里樹林四街86號1樓,謝婉如,1000000,1051208
Establishment,69552891,鑫漢翔國際股份有限公司,桃園市龜山區東萬壽路642巷125弄7號,林怡君,50000,1051208
Establishment,69552908,毅冠國際有限公司,桃園市平鎮區北富里大仁街105巷8弄17號1樓,陳威龍,50000,1051208
Establishment,69552935,寰拓實業有限公司,桃園市桃園區永順街88巷16號八樓,萬秉森,200000,1051208
Establishment,69552941,八達通國際有限公司,桃園市桃園區明德街13巷2號,楊心怡,1000000,1051208
Establishment,69553097,川泰工程有限公司,桃園市平鎮區金星里武昌街25號1樓,賴薇婷,250000,1051208
Establishment,69553104,毅登國際有限公司,桃園市桃園區南上里大坑路一段18巷1號,田麒蜂,100000,1051208
Establishment,69553152,珈暘開發工程有限公司,桃園市八德區東勇二路58號,蔡佩芸,5000000,1051208
Establishment,69553174,覺華工程科技股份有限公司,桃園市中壢區復華里復華一街61號1樓,吳美羚,2000000,1051208
Establishment,69553189,藍海小舖有限公司,桃園市龍潭區黃唐里福隆路三段297巷29弄9號1樓,邱智隆,50000,1051208
Establishment,69553272,玉山真菌生技股份有限公司,桃園市平鎮區北富里金陵路三段197巷33號1樓,王秀文,1000000,1051208
Establishment,69553364,志耀國際有限公司,桃園市桃園區信光里民生賂692號1樓,胡坤志,2000000,1051208
Establishment,69553385,台灣友德科技有限公司,桃園市平鎮區北勢里德育路213號4樓,蔡其勳,3000000,1051208
Establishment,69553391,昇德高空有限公司,桃園市龜山區大崗里新興街241巷6號1樓,黃怡庭,2000000,1051208
Establishment,69553505,永成建材有限公司,桃園市平鎮區義興里二段17鄰延平路232號,林駿彰,1000000,1051209
Establishment,69553527,和聖工程有限公司,桃園市平鎮區宋屋里廣泰路278-3號一樓,陳玉娟,300000,1051209
Establishment,69553625,信任體適能有限公司,桃園市龜山區文化二路34巷14弄6號1樓,許育誠,1000000,1051209
Establishment,69553651,權律企業有限公司,桃園市中壢區光明里民權路332之1號7樓,陳仲竑,1000000,1051209
Establishment,69553786,鋐享有限公司,桃園市中壢區洽溪里永能路8-5號一樓,楊美珠,100000,1051209
Establishment,69553836,正龍麵腸食品有限公司,桃園市大溪區仁善里仁善三街51號1樓,許瀚仁,300000,1051209
Establishment,69553907,火鳳凰行銷整合股份有限公司,桃園市平鎮區北勢里德育路213號七樓,鄒茜羽,300000,1051209
Establishment,69553934,孟之萱複合餐飲有限公司,桃園市大溪區埔頂路一段418號1樓,李淑惠,1000000,1051209
Establishment,69553977,潔藝馨有限公司,桃園市桃園區龍安里國強一街488號一樓,陳浩一,300000,1051209
Establishment,69554053,冠灃國際有限公司,桃園市桃園區建國里大林路20之1號四樓,沈詩喬,5000000,1051209
Establishment,69554075,小北方有限公司,桃園市大溪區一心里金城路52巷5弄1號一樓,吳秋月,1000000,1051209
Establishment,69554096,宇麟企業有限公司,桃園市平鎮區宋屋里新光路二段8巷76號一樓,蔡子鈞,250000,1051209
Establishment,69554130,可愛森林有限公司,桃園市楊梅區瑞塘里萬大路138巷17號,胡瑄芹,58800,1051209
Establishment,69554315,勝琁科技工程有限公司,桃園市大園區埔心里中正東路一段615號一樓,李嘉奇,1000000,1051209
Establishment,69554379,山德國際有限公司,桃園市蘆竹區上興里興福街185號,許清江,2000000,1051209
Establishment,69554384,秝湉有限公司,桃園市八德區茄明里茄苳路91巷8號六樓之2,林冠君,1000000,1051209
Establishment,69554390,福容實業股份有限公司,桃園市桃園區文昌里民族路116號,吳漢廷,13822250,1051209
Establishment,69554407,晉鼎寶珠設計有限公司,桃園市蘆竹區南山路一段153號11樓,胡繕麟,500000,1051209
Establishment,69554413,鈜暘投資有限公司,桃園市桃園區中山里泰昌十街4號1樓,宋孟璋,1000000,1051209
Establishment,69554429,晶晶食品有限公司,桃園市龍潭區干城路104巷1之3號,俞美清,5000000,1051209
Establishment,69554440,亞安通運有限公司,桃園市中壢區榮民路285巷24弄19衖27號1樓,吳耿毓,2000000,1051209
Establishment,69554531,逸漢林科技有限公司,桃園市蘆竹區富竹里富國路一段175巷168號,陳莉萍,60000,1051212
Establishment,69554589,浩騰全球科技有限公司,桃園市平鎮區雙連里民族路雙連一段382號,賴冠州,100000,1051212
Establishment,69554602,璟旭有限公司,桃園市桃園區新埔里新埔五街136號七樓,雷芃欣,1000000,1051212
Establishment,69554618,海奕餐飲有限公司,桃園市桃園區新埔里經國路281號,林建吉,600000,1051212
Establishment,69554650,欣意科技有限公司,桃園市龜山區大同路234號2樓,李泰億,2000000,1051212
Establishment,69554700,長冶科技有限公司,桃園市中壢區忠孝里忠孝路275號8樓,安家麗,500000,1051212
Establishment,69554791,觀達監控有限公司,桃園市中壢區幸福里福星七街105號5樓,葉人豪,1000000,1051212
Establishment,69554808,宏光綠電科技有限公司,桃園市中壢區民族路六段250巷1號,陳逸凡,3000000,1051212
Establishment,69554820,希羅咖啡有限公司,桃園市桃園區吉安街101巷13弄13號1樓,羅健文,1000000,1051212
Establishment,69554835,尚承一投資有限公司,桃園市楊梅區大同里楊新北路21巷2弄50號,謝標錡,5000000,1051212
Establishment,69554862,百聯盛生醫股份有限公司,桃園市中壢區環北路398號8樓之3,邱琬淑,1000000,1051212
Establishment,69554906,聯發商場有限公司,桃園市桃園區中原里泰昌六街41號1樓,連俊理,1000000,1051212
Establishment,69554912,力宇國際有限公司,桃園市蘆竹區蘆竹里富國路二段533-2號,呂明旺,50000000,1051212
Establishment,69554960,創意美學國際有限公司,桃園市桃園區同安街664號1樓,吳巧伶,200000,1051212
Establishment,69554997,佳山土地開發有限公司,桃園市桃園區南門里南山街182號,楊瑞庭,1000000,1051212
Establishment,69555052,龍辰旺行銷股份有限公司,桃園市桃園區中山路689號7樓,沈美源,5000000,1051213
Establishment,69555102,彩宴餐廳有限公司,桃園市桃園區三民里成功路二段265號一樓,林海薇,300000,1051213
Establishment,69555193,煒翔農產有限公司,桃園市平鎮區新英里新富一街199號,廖鈺明,9500000,1051213
Establishment,69555216,金星科技有限公司,桃園市中壢區中建里延平路500號5樓之3,黃莉雯,330000,1051213
Establishment,69555237,黃映有限公司,桃園市桃園區同德十二街362號2樓,何映橋,22000000,1051213
Establishment,69555285,興沅工程有限公司,桃園市桃園區中正里正光路１４３巷７號,郭子宏,300000,1051213
Establishment,69555314,膜術國際有限公司,桃園市龜山區新興里中興路237號,吳玉玲,200000,1051213
Establishment,69555335,本心投資股份有限公司,桃園市桃園區永安路303巷24之1號一樓,簡盛隆,12650000,1051213
Establishment,69555378,大盤價泰旺五金國際有限公司,桃園市蘆竹區光明路二段100號1樓,洪詩婷,1000000,1051213
Establishment,69555399,聯州工業材料有限公司,桃園市龍潭區中興路336巷135弄32號1樓,葉勝良,2000000,1051213
Establishment,69555412,上禾林室內設計有限公司,桃園市桃園區同安里新埔六街77號3樓之五,陳安仁,500000,1051214
Establishment,69555454,毅宸通訊有限公司,桃園市桃園區長安里中正路641號一樓,方芳,1000000,1051213
Establishment,69555671,申鑫有限公司,桃園市大園區埔心里中正東路一段700巷29-1號5樓,康建鴻,5000000,1051213
Establishment,69555721,日鑫精密工業有限公司,桃園市大溪區南興里仁和路二段190巷415弄75號1樓,徐美玉,3000000,1051213
Establishment,69555742,明昇機電工程有限公司,桃園市龍潭區三和里六槓寮路84號1樓,羅雍登,500000,1051213
Establishment,69555790,和熹餐飲有限公司,桃園市中壢區中園路135號,王蘇生,1000000,1051213
Establishment,69556003,騏峰五金有限公司,桃園市中壢區青商路357號18樓,康俞貞,1000000,1051213
Establishment,69556279,勝菲爾禮儀有限公司,桃園市平鎮區山峰里中豐路山頂段375巷8弄3號1樓,袁碧玲,1000000,1051213
Establishment,69556427,金洲國際有限公司,桃園市桃園區寶慶里中埔二街52號13樓,張妍淅,1000000,1051214
Establishment,69556448,永青醫藥研發科技股份有限公司,桃園市桃園區三民里中山東路161號1樓,張正才,500000,1051214
Establishment,69556475,碳極綠能科技有限公司,桃園市龜山區復興一路212巷19號6樓,鄧杰人,2000000,1051214
Establishment,69556518,孟杰網際服務股份有限公司,桃園市桃園區文明里民族路91-1號1樓,呂孟潔,1000000,1051214
Establishment,69556670,鉅淇實業有限公司,桃園市龜山區龍華里萬壽路1段492-1號7樓之3,汪嘉炫,2500000,1051214
Establishment,69556828,閎富科技有限公司,桃園市中壢區文化里合江二路6-1號,高憲崇,1000000,1051214
Establishment,69556860,鼎鑫餐飲有限公司,桃園市中壢區中豐路170號、172號1樓,賴品樺,1200000,1051214
Establishment,69556904,基曜工程有限公司,桃園市桃園區中埔六街188-1號6樓,周春華,3000000,1051214
Establishment,69557122,商德斯國際有限公司,桃園市八德區福興里建國路118巷6號1樓,游廷堅,400000,1051214
Establishment,69557158,英賽特科技有限公司,桃園市平鎮區義民里復旦路二段23巷28弄2號1樓,林漢卿,2000000,1051214
Establishment,69557241,歐日洗衣設備有限公司,桃園市桃園區寶慶里同德五街258號1樓,陳俊源,1000000,1051214
Establishment,69557256,良果國際生技股份有限公司,桃園市蘆竹區錦中里南崁路一段83號6樓之6,郭  義,3500000,1051214
Establishment,69557299,協鼎綠能有限公司,桃園市蘆竹區福祿里五福一路69之6號8樓,楊勝淵,1000000,1051215
Establishment,69557333,哲澤投資有限公司,桃園市桃園區同安里新埔六街99號10樓,余文治,18700000,1051215
Establishment,69557349,久榮營造有限公司,桃園市桃園區明德里中正路1247號5樓之2,陳純玲,3000000,1051215
Establishment,69557410,尚翊電子科技有限公司,桃園市桃園區汴洲里鹽庫西街88號（2樓）,方欣怡,1000000,1051215
Establishment,69557875,台達蛋品科技股份有限公司,桃園市觀音區草漯里大同一路17之1號,陳宗益,20000000,1051215
Establishment,69558179,桃鶯電子有限公司,桃園市中壢區普忠里新中一街18號2樓,蘇育德,200000,1051215
Establishment,69558184,川義國際有限公司,桃園市八德區高城里高城八街46巷6號1樓,李鴻志,500000,1051215
Establishment,69558451,趙雲國際股份有限公司,桃園市桃園區瑞慶里中正路1351號4樓,侯博強,10000000,1051215
Establishment,69558608,新凰國際有限公司,桃園市桃園區福安里建新街127號1樓,劉少凱,1000000,1051215
Establishment,69558683,佳山國際股份有限公司,桃園市龜山區南上里民生北路1段111號1樓,張宏臺,10000000,1051215
Establishment,69558699,棧乾科技有限公司,桃園市桃園區育仁街21號,劉邦志,1000000,1051215
Establishment,69558810,匯信通商貿有限公司,桃園市龜山區大華里文化七路50號1樓,邱楓富,1000000,1051215
Establishment,69558831,騰德投資有限公司,桃園市蘆竹區經國路902號七樓,吳文琮,500000,1051215
Establishment,69558847,勁安汽車影音有限公司,桃園市龜山區龍壽里萬壽路1段529號,林則賢,400000,1051215
Establishment,69558868,都?廣告有限公司,桃園市平鎮區新英里新富五街61號14樓,莫舜義,1000000,1051215
Establishment,69558902,鉅朋工程有限公司,桃園市大溪區中新里大鶯路1307巷65弄36號1樓,陳俊秀,600000,1051215
Establishment,69558924,晉鴻科技有限公司,桃園市桃園區中正路163號,黃信德,2000000,1051215
Establishment,69559000,?端貿易有限公司,桃園市大園區竹圍里竹圍街47之21號,陳錦誠,1000000,1051215
Establishment,69559016,加欣有限公司,桃園市大溪區瑞源里石園路274號,林達偉,1000000,1051215
Establishment,69559043,齊亞有限公司,桃園市桃園區文明里中華路109-1號1樓,王政皓,100000,1051215
Establishment,69559162,渠豐有限公司,桃園市桃園區中山里國際路一段1028號1樓,曾吉龍,50000,1051215
Establishment,69559212,雲虹國際有限公司,桃園市桃園區大有路489號3樓之1,洪汀洲,5890000,1051215
Establishment,69559228,媽媽海洋有限公司,桃園市中壢區中豐北路一段528號,方志軒,1000000,1051216
Establishment,69559254,大銨慶實業有限公司,桃園市龜山區幸福里幸福十五街2號1樓,林嘉銘,1000000,1051216
Establishment,69559310,躍雯有限公司,桃園市中壢區永興里興國路32號2樓,王清榮,2000000,1051216
Establishment,69559493,萬春代有限公司,桃園市桃園區三元里民有六街101號,蔡黃敏,1000000,1051216
Establishment,69559613,米芝蓮港式有限公司,桃園市蘆竹區長興里11鄰南崁路二段81號1樓,蔡明?,1000000,1051216
Establishment,69559629,理博科技顧問股份有限公司,桃園市龍潭區百年里百年路1號2樓,理昱博,1000000,1051216
Establishment,69559682,鼎天企業有限公司,桃園市龍潭區永興里中興路607號1樓,彭筠茹,300000,1051216
Establishment,69559711,龍吟國際餐飲有限公司,桃園市楊梅區青山六街78巷8號1樓,蘇龍吟,1000000,1051216
Establishment,69559769,佑旭體育有限公司,桃園市桃園區武陵里民生路52號3樓之1,林佑旭,2000000,1051216
Establishment,69559775,坊田設計開發有限公司,桃園市中壢區忠福里興寧路16巷8號1樓,王智玄,300000,1051216
Establishment,69559965,凱奧國際有限公司,桃園市中壢區篤行里新中北路2段449巷156號1樓,曾皓宜,1000000,1051216
Establishment,69560098,邦尼室內設計有限公司,桃園市桃園區中路里中山路788巷7號14樓,魏志賢,100000,1051216
Establishment,69560132,澤之彤有限公司,桃園市中壢區新街里元化路271巷24號1樓,吳偉麗,1000000,1051219
Establishment,69560196,永鵬企業有限公司,桃園市大溪區瑞源里石園路680巷30號1號,林宥谷,1000000,1051219
Establishment,69560230,冠品金屬有限公司,桃園市楊梅區新榮里電研路69巷56號,陳亞倫,5000000,1051219
Establishment,69560371,亞格利水族有限公司,桃園市八德區大強里東勇街400巷一弄44號一樓,許韶娥,100000,1051219
Establishment,69560386,營憶有限公司,桃園市蘆竹區中山里中山路125巷12號6樓,陳真蘋,1000000,1051219
Establishment,69560479,祐寬實業有限公司,桃園市龜山區新路里明德路62號1樓,謝復華,500000,1051219
Establishment,69560512,典祐國際有限公司,桃園市蘆竹區錦中里南崁路一段83號7樓之2,江仁宏,750000,1051219
Establishment,69560533,久利多有限公司,桃園市桃園區東埔里正康一街147號,陳慶煌,60000,1051219
Establishment,69560549,藤田由美子有限公司,桃園市中壢區青溪路2段129號6樓,藤田由美子,98000,1051219
Establishment,69560695,欣欣車坊事業有限公司,桃園市中壢區過嶺里民族路六段128號六樓之5,蘇庭葦,5000000,1051219
Establishment,69560745,金亮國際貿易有限公司,桃園市楊梅區幼獅路2段178之2號,黃訾蒍,5000000,1051219
Establishment,69560793,千澄國際企業有限公司,桃園市平鎮區延平路二段8號1樓,范振千,250000,1051219
Establishment,69560843,國?有限公司,桃園市新屋區清華里中山東路一段286號,陳宗賢,500000,1051219
Establishment,69560870,弘振食品有限公司,桃園市觀音區崙坪里忠愛路一段388號,陳秀娟,1000000,1051219
Establishment,69560962,凱逸食品有限公司,桃園市蘆竹區六福路255號2樓,廖定閎,1000000,1051219
Establishment,69561006,天肌生技有限公司,桃園市八德區大安里和平路649巷7號8F,王玉玲,2000000,1051219
Establishment,69561110,立博國際企業有限公司,桃園市桃園區長美里中山路112號2樓,林紓嫺,5000000,1051219
Establishment,69561126,凡禾精機有限公司,桃園市蘆竹區南崁路二段419巷22弄12號1樓,曾詩涵,1000000,1051219
Establishment,69561131,永勝廣告有限公司,桃園市中壢區龍慈里龍和一街249巷5號7樓,金曉梅,1000000,1051220
Establishment,69561174,暉騰企業有限公司,桃園市新屋區新生里中華路403號,呂?光,3000000,1051220
Establishment,69561218,飛進有限公司,桃園市八德區長興二路81號2樓,范南茜,100000,1051220
Establishment,69561316,智暘國際創科股份有限公司,桃園市龍潭區百年二街23號,蕭瑜颺,3000000,1051220
Establishment,69561370,華匯國際有限公司,桃園市楊梅區瑞原里民豐路116巷59號1樓,孫芸芸,2000000,1051220
Establishment,69561580,達爾文蚯蚓養殖有限公司,桃園市桃園區中山里中平路１０２號10樓之２,簡玉婷,1000000,1051220
Establishment,69561619,華奕電子國際有限公司,桃園市桃園區大業路一段139號15樓,施宇洋,5000000,1051220
Establishment,69561630,甄福工程有限公司,桃園市蘆竹區圳佳路2號,潘美芳,1000000,1051220
Establishment,69561688,萬村棋實業股份有限公司,桃園市桃園區北門里北新街20號,詹村雄,28063230,1051220
Establishment,69561723,昇平南北貨有限公司,桃園市大園區大園里中山北路152號1樓,黃麗萍,1000000,1051220
Establishment,69561744,桃園之星國際租車有限公司,桃園市平鎮區陸橋南路131號1樓,賴怡君,10000000,1051220
Establishment,69561771,立玲科技有限公司,桃園市楊梅區富豐里新明街532巷13弄3號,吳貴玲,300000,1051220
Establishment,69561792,達仁實業有限公司,桃園市八德區桃鶯路75號1樓,謝中綺,100000,1051220
Establishment,69561857,超峰有限公司,桃園市中壢區福德里中華路一段172號1樓,陳芃綺,500000,1051220
Establishment,69561907,萊泰有限公司,桃園市龜山區下湖街8之1號,陳詩端,300000,1051220
Establishment,69561977,愛茶咖文化股份有限公司,桃園市大溪區中華路366號4樓之1,葉凱茜,200000,1051220
Establishment,69562005,覓境空間設計有限公司,桃園市平鎮區廣興里民族路131號1樓,詹聖宏,500000,1051220
Establishment,69562146,谷川林國際有限公司,桃園市龜山區民生北路一段272號,黃小蓮,1000000,1051220
Establishment,69562173,劦廣工程有限公司,桃園市大園區圳頭里中華路543號1樓,蔡栯程,1000000,1051220
Establishment,69562259,儷之媞國際有限公司,桃園市桃園區大興里經國路9號12樓之1,范世?,1000000,1051220
Establishment,69562271,愛威爾國際有限公司,桃園市桃園區中寧里大興西路二段105-1號4樓,許芳瑜,1000000,1051220
Establishment,69562292,好咖智造股份有限公司,桃園市中壢區普忠路493號,蘇俊樺,1000000,1051220
Establishment,69562336,慶富建設開發有限公司,桃園市桃園區明德里中正路1249號9樓之4,陳寶筆,1000000,1051220
Establishment,69562429,錦誠新電子有限公司,桃園市蘆竹區福祿里五福一路58號(2樓),謝嘉洋,500000,1051221
Establishment,69562434,淵博廣告有限公司,桃園市桃園區泰成路62巷56號(一樓),楊淑淵,1000000,1051221
Establishment,69562440,萬德福服裝有限公司,桃園市中壢區龍川三街43巷5號,吳承?,500000,1051221
Establishment,69562455,啋厤有限公司,桃園市楊梅區新農街281號1樓,羅惠菁,500000,1051221
Establishment,69562498,鴻予國際有限公司,桃園市蘆竹區吉林路37號8樓之2,紀?蓉,500000,1051221
Establishment,69562504,立穎資訊有限公司,桃園市桃園區育仁街21號,簡立婷,500000,1051221
Establishment,69562624,哈姆達通訊有限公司,桃園市桃園區中正路541號2樓,陳美秀,500000,1051221
Establishment,69562672,安?國際設計有限公司,桃園市中壢區松義路137號二樓,林建安,1000000,1051221
Establishment,69562856,憲成金屬有限公司,桃園市新屋區新華路1段156號,李宗憲,1000000,1051221
Establishment,69562981,穩佑實業有限公司,桃園市桃園區大豐里樹林四街6號1樓,陳俊龍,1500000,1051221
Establishment,69562997,富有國際有限公司,桃園市中壢區德義里永康二街41號一樓,陳如英,3000000,1051221
Establishment,69563074,原岩運動顧問有限公司,桃園市楊梅區水美里梅高路92號,鄭佳岷,1000000,1051221
Establishment,69563172,宸慶工程有限公司,桃園市龜山區大華里文化三路564巷75弄39-7號1F,褚盛鴻,200000,1051221
Establishment,69563187,惠智教育開發有限公司,桃園市桃園區中正路1086號23樓E3室,邱建芳,1000000,1051222
Establishment,69563200,秬豐工程有限公司,桃園市龜山區文化里復興二路110巷52弄16號5樓,謝宜倫,200000,1051222
Establishment,69563216,育愛科技有限公司,桃園市平鎮區義民里環南路二段16號五樓之2,張凱為,500000,1051222
Establishment,69563264,法藍空間設計有限公司,桃園市中壢區金華里環北路368號,張香立,500000,1051222
Establishment,69563460,誠鈺建設有限公司,桃園市平鎮區北富里金陵路3段197巷1弄3-1號1樓,彭彥煥,6000000,1051222
Establishment,69563525,悠沛可旅行社有限公司,桃園市桃園區龍安里文中路728號,翁奕瑄,6000000,1051222
Establishment,69563573,汎奇科技有限公司,桃園市龜山區文化二路38-10號11樓之5,洪志坤,500000,1051222
Establishment,69563588,碧永達開發有限公司,桃園市蘆竹區興榮里中正路295號7樓之7,劉柏樟,30000000,1051222
Establishment,69563594,元榮有限公司,桃園市中壢區新明里中明路62號1樓,邱碧玲,1000000,1051222
Establishment,69563659,國譽企業股份有限公司,桃園市中壢區忠福里南園二路336號十樓之１,康國偉,30000000,1051222
Establishment,69563671,依淇有限公司,桃園市桃園區中正路1218號1樓,鍾利宜,3000000,1051222
Establishment,69563709,右晟投資有限公司,桃園市平鎮區平南里中豐路南勢二段460巷138號2樓,張竣泓,1000000,1051222
Establishment,69563715,福達物流有限公司,桃園市蘆竹區興福街8號1樓,江銘文,2000000,1051222
Establishment,69563757,忠美國際有限公司,桃園市龜山區龍華里龍興街8巷20號1樓,游博偉,1000000,1051223
Establishment,69563813,志威食品有限公司,桃園市桃園區汴洲里鹽庫西街42號,蔡志華,1000000,1051223
Establishment,69563829,宸寶開心農場有限公司,桃園市楊梅區高上里高獅路863巷2弄5號,王嘉誼,1000000,1051223
Establishment,69563882,宜新興業有限公司,桃園市桃園區自強里天祥六街78號3樓,葉佩宜,35000000,1051223
Establishment,69563927,雄耀機械有限公司,桃園市桃園區中埔里永安路919巷17弄2號,徐武雄,2500000,1051223
Establishment,69563948,吉鎂投資有限公司,桃園市蘆竹區蘆竹里蘆竹街132巷3號,呂美澤,2000000,1051223
Establishment,69563953,至泵塑膠科技有限公司,桃園市蘆竹區坑口里20鄰頭前79-18號,陳金隆,5000000,1051223
Establishment,69563969,翔安生命禮儀有限公司,桃園市平鎮區平東路282巷70號,賴嬿婷,500000,1051223
Establishment,69564003,三奇興業有限公司,桃園市八德區瑞發里興豐路685號2樓,謝彩雪,1000000,1051223
Establishment,69564165,築新廣告有限公司,桃園市桃園區中正路1249號八樓之4,黃智翔,50000,1051223
Establishment,69564257,復華國際實業有限公司,桃園市桃園區中山里中平路102號10樓之2,陳卿華,2000000,1051223
Establishment,69564377,博信多有限公司,桃園市八德區介壽路二段325巷3弄2衖2之1號1樓,游國翔,200000,1051223
Establishment,69564382,富安宇國際汽車股份有限公司,桃園市平鎮區新安里龍南路758號,杜維鈞,15000000,1051223
Establishment,69564398,朗瑪實業有限公司,桃園市中壢區中央里裕民街26-1號11樓,邱琬茹,1000000,1051223
Establishment,69564427,齊豐環保有限公司,桃園市龜山區文化七路182巷6弄8號5樓,簡秀惠,5000000,1051223
Establishment,69564480,肯睿投資有限公司,桃園市桃園區東埔里19鄰正康一街210-1號,黃俊卿,12000000,1051223
Establishment,69564502,翔?國際投資有限公司,桃園市桃園區東埔里19鄰正康一街210之1號,巫諾文,12000000,1051223
Establishment,69564600,安捷國際投資有限公司,桃園市桃園區藝文一街86之1號8樓,李郁卿,20000000,1051223
Establishment,69564670,鼎懿科技有限公司,桃園市中壢區正大街90號13樓,張賢懿,1000000,1051223
Establishment,69564685,姐妹貿易有限公司,桃園市桃園區中泰里宏昌八街136號12樓,陳莉茵,300000,1051223
Establishment,69564799,環易有限公司,桃園市桃園區中山里國際路一段1028號1樓,劉怡?,2200000,1051223
Establishment,69564881,愛爾恩金屬設計股份有限公司,桃園市龜山區嶺頂里振興路58巷3弄1號4樓,游浩綸,1800000,1051223
Establishment,69564931,寶慶精密科技有限公司,桃園市平鎮區高雙里賦梅北路419巷38號一樓,陳裕濱,2000000,1051223
Establishment,69564989,益祥室內裝潢有限公司,桃園市桃園區泰昌一街65號5樓,陳益祥,200000,1051223
Establishment,69565208,統圓通運股份有限公司,桃園市楊梅區高榮路316號1樓,盧廷景,30000000,1051223
Establishment,69565312,台灣目夏設計中心有限公司,桃園市蘆竹區蘆竹里富國路二段39巷7弄20號1樓,童梨元,250000,1051226
Establishment,69565354,紘利實業有限公司,桃園市蘆竹區南福街111號13樓之1,蘇文忠,5000000,1051226
Establishment,69565376,傑綸企業有限公司,桃園市桃園區新埔里經國路393巷9號13樓,黃鏡心,2000000,1051226
Establishment,69565410,鉅鋒國際行銷有限公司,桃園市桃園區中原里宏昌十二街64號一樓,陳志?,100000,1051226
Establishment,69565571,勁安企業有限公司,桃園市平鎮區北勢里金陵路174巷5號,李財樑,100000,1051226
Establishment,69565690,加美清潔有限公司,桃園市中壢區過嶺里民族路六段128號九樓之一,陳世斌,500000,1051226
Establishment,69565729,哈吉有限公司,桃園市桃園區泰昌一街55號五樓,陳彥華,300000,1051226
Establishment,69565811,金準環保有限公司,桃園市桃園區會稽里大有路654號15樓之2,陳永生,500000,1051226
Establishment,69565832,拉拉山管理顧問有限公司,桃園市桃園區中正路1071號12樓之7,林家亨,100000,1051226
Establishment,69565946,大躍醫療器材有限公司,桃園市八德區高城里高城路48號1樓,吳怡真,1000000,1051226
Establishment,69565967,昊展投資有限公司,桃園市楊梅區富岡里中正路140巷46號,蔡勝達,5000000,1051226
